id,year,part,main,sub,points,theme,ask,keywords,type,cluster,difficulty,importance,textbook,heading,related,memo,pdf_page,internal_page,source,question_page,problem_pdf_page,answer_pdf_page,problem_path,textbook_path,answer_path,official_exam_url
2022-Q3(2イ),2022,第Ⅱ部,問題3,(2イ),19,米ドル建一時払終身保険の商品改定,所見論述,外貨建保険／予定利率設定／標準責任準備金／BBB社債／信用リスク／ALM／販売チャネル,所見型,商品開発・ALM,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.8 資産運用・ALM,4.2 商品開発プロセス／1.4.3 予定利率,外貨建一時払終身はALM・MVA・販売管理まで論述。,52,4-49,2022G.pdf,p.8,8,19,exams/2022G.pdf#page=8,textbooks/hoken1-seiho_04.pdf#page=52,exams/2022G.pdf#page=19,
2023-Q1(1),2023,第Ⅰ部,問題1,(1),4,再保険の正誤（共同保険・修正共同保険）,正誤,共同保険式／クォータシェア／解約・失効リスク／mod-co利率／現金決済,知識型,再保険,3,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.3 再保険の種類 ＞ 8.3.2 共同保険式／8.3.3 修正共同保険式,8.2 再保険の方式,共同保険・修正共同保険のリスク移転と決済を比較。,22,8-18,2023G.pdf,p.1,1,14,exams/2023G.pdf#page=1,textbooks/hoken1-seiho_08.pdf#page=22,exams/2023G.pdf#page=14,
2023-Q1(2),2023,第Ⅰ部,問題1,(2),4,アセット・シェア実務基準23条,語句記入,消滅時配当／ネット・アセット・シェア／収支状況／保険事故,知識型,アセット・シェア,2,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.3.3 配当設定・確認への活用 ＞ 保険計理人実務基準23条,3.1.1 定義／3.2 計算の原理,実務基準23条の語句を暗記。,38,3-34,2023G.pdf,p.2,2,14,exams/2023G.pdf#page=2,textbooks/hoken1-seiho_03.pdf#page=38,exams/2023G.pdf#page=14,
2023-Q1(3),2023,第Ⅰ部,問題1,(3),4,保険業法施行規則第8条・事業方法書,語句記入,被保険者／保険期間／返戻金／貸付け／事業方法書,知識型,法令・基礎書類,2,A,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 参考：商品開発に関連する基礎書類 ＞ 事業方法書,4.4.10 法令等／保険業法施行規則第8条,事業方法書の記載事項を原文で確認。,54,4-51,2023G.pdf,p.3,3,14,exams/2023G.pdf#page=3,textbooks/hoken1-seiho_04.pdf#page=54,exams/2023G.pdf#page=14,
2023-Q1(4),2023,第Ⅰ部,問題1,(4),4,変額年金保険の最低保証・プットコールパリティ,正誤訂正,ラチェット／プット・コール・パリティ／最低保証料／特別勘定資産／本源的価値,知識型,変額年金,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.2.1 最低保証の金融リスク,5.1 変額年金保険の概要／5.2 最低保証リスクの基本的構造,最低保証バリエーションとプットコールパリティを確認。,9,5-5,2023G.pdf,p.4,4,14,exams/2023G.pdf#page=4,textbooks/hoken1-seiho_05.pdf#page=9,exams/2023G.pdf#page=14,
2023-Q1(5),2023,第Ⅰ部,問題1,(5),6,生命保険の商品開発に関する法令・監督指針・自己責任原則,選択,保険業法／監督指針／審査基準／自己責任原則／予定事業費／営業保険料十分性,知識型,法令・基礎書類,3,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等 ＞ 4.2 商品開発プロセス,4.1 基本的な考え方／自己責任原則,法令・監督指針・自己責任原則をセットで。,54,4-51,2023G.pdf,p.5-6,5,14,exams/2023G.pdf#page=5,textbooks/hoken1-seiho_04.pdf#page=54,exams/2023G.pdf#page=14,
2023-Q1(6),2023,第Ⅰ部,問題1,(6),4,生保標準生命表2007年金開始後用の死亡率改善,計算・語句,自殺／老衰／年平均改善率／死因別将来死亡率／長寿化,計算型,死亡率・標準生命表,4,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,第7章 付録4 第三分野標準生命表2018の作成概要,死亡率改善の織込み方法を標準生命表の文脈で。,9,1-7,2023G.pdf,p.7-8,7,14,exams/2023G.pdf#page=7,textbooks/hoken1-seiho_01.pdf#page=9,exams/2023G.pdf#page=14,
2023-Q2(1),2023,第Ⅰ部,問題2,(1),7,養老保険と定期＋生存保険の営業保険料非一致,説明,十分性／安全割増／死亡・生存リスク相殺／件数比例費／収益性／価格競争力,複合型,営業保険料・基礎率,4,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.2 営業保険料決定の際に考慮すべき点 ＞ 1.4 計算基礎率,1.1 純保険料と営業保険料／1.3 計算方法,商品分解しても保険料が一致しない理由を基礎率・事業費で説明。,4,1-2,2023G.pdf,p.9,9,14,exams/2023G.pdf#page=9,textbooks/hoken1-seiho_01.pdf#page=4,exams/2023G.pdf#page=14,
2023-Q2(2),2023,第Ⅰ部,問題2,(2),9,団体生命保険の危険選択・料率・配当率,説明,調和／大多数の団体／一定水準以上の団体／平均保険料率／優良団体割引／配当率,複合型,団体生命保険,4,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.3 団体生命保険の危険選択 ＞ 6.6 団体生命保険の数理,6.6.3 経験料率／6.6.4 配当清算法,団体選択・料率・配当率のつながりを整理。,7,6-3,2023G.pdf,p.10,10,15,exams/2023G.pdf#page=10,textbooks/hoken1-seiho_06.pdf#page=7,exams/2023G.pdf#page=15,
2023-Q2(3),2023,第Ⅰ部,問題2,(3),8,医療保険の入院受療率と予定発生率設定,図表読解・説明,受療率／妊娠・分娩・産じょく／男女差／予定発生率／補整／公平性,複合型,第三分野・医療,4,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.4.1.4 予定発生率および予定入院日数などの設定の留意点,7.3.1 入院給付／付録：医療保障の経済必要性,入院受療率から予定発生率を作る際の限界を確認。,20,7-16,2023G.pdf,p.11,11,16,exams/2023G.pdf#page=11,textbooks/hoken1-seiho_07.pdf#page=20,exams/2023G.pdf#page=16,
2023-Q3(1ア),2023,第Ⅱ部,問題3,(1ア),4,予定利率設定の留意事項,説明,予定利率／保証利率／自社運用方針／新規投資利回り／保守性,知識型,営業保険料・基礎率,3,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.3 予定利率,1.2.3 その他（標準責任準備金制度との関係）,予定利率設定の留意点を金利・ALM・競争力で。,13,1-11,2023G.pdf,p.12,12,18,exams/2023G.pdf#page=12,textbooks/hoken1-seiho_01.pdf#page=13,exams/2023G.pdf#page=18,
2023-Q3(1イ),2023,第Ⅱ部,問題3,(1イ),6,金利上昇・物価上昇が終身保険の収益性に与える影響,説明,市中金利上昇／解約増加／含み損／再投資利回り／インフレ／事業費率,複合型,営業保険料・基礎率,4,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.3 予定利率 ＞ 1.4.4 予定事業費率,1.2.3 その他（収益性・価格競争力）,金利上昇・物価上昇の影響を利差・費差・解約で整理。,13,1-11,2023G.pdf,p.12,12,18,exams/2023G.pdf#page=12,textbooks/hoken1-seiho_01.pdf#page=13,exams/2023G.pdf#page=18,
2023-Q3(1ウ),2023,第Ⅱ部,問題3,(1ウ),15,円貨建終身保険の保険料率改定,所見論述,保険料率改定／十分性／公平性／収益性／価格競争力／標準責任準備金／既契約との関係,所見型,営業保険料・基礎率,5,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.2 営業保険料決定の際に考慮すべき点 ＞ 1.4 計算基礎率,4.2 商品開発プロセス,料率改定は十分性・収益性・価格競争力・契約者影響で。,4,1-2,2023G.pdf,p.12,12,18,exams/2023G.pdf#page=12,textbooks/hoken1-seiho_01.pdf#page=4,exams/2023G.pdf#page=18,
2023-Q3(2ア),2023,第Ⅱ部,問題3,(2ア),5,医療保険に複数給付を持たせる利点,説明,複数給付／顧客ニーズ／商品魅力／リスク分散／事務効率／危険選択,知識型,第三分野・医療,3,A,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.3 医療保険の主な保障内容,7.4 医療保険の保険料計算,複数給付の利点を顧客価値・リスク分散・販売面で整理。,9,7-5,2023G.pdf,p.13,13,21,exams/2023G.pdf#page=13,textbooks/hoken1-seiho_07.pdf#page=9,exams/2023G.pdf#page=21,
2023-Q3(2イ),2023,第Ⅱ部,問題3,(2イ),20,医療保険の給付別単品化・商品開発,所見論述,入院給付金／入院一時金／手術給付金／選択効果／基礎率設定／クロスサブシディ／モニタリング,所見型,第三分野・医療,5,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.3 医療保険の主な保障内容 ＞ 7.4 医療保険の保険料計算,7.7 保険計理人の機能強化／第4章 4.2 商品開発プロセス,単品化の影響を商品設計・基礎率・モラルリスクで。,9,7-5,2023G.pdf,p.13,13,22,exams/2023G.pdf#page=13,textbooks/hoken1-seiho_07.pdf#page=9,exams/2023G.pdf#page=22,
2024-Q1(1),2024,第Ⅰ部,問題1,(1),4,変額年金最低保証の経済価値ヘッジ・会計価値ヘッジ,語句記入,ボラティリティ／ロー／動態ヘッジ／静態ヘッジ／負の値／デルタ・ガンマ・ベガ,知識型,変額年金,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.5.4 ヘッジとモデルリスク,5.3 変額年金保険数理の基本的な考え方／5.2 最低保証リスク,経済価値ヘッジと会計価値ヘッジの違いを暗記。,36,5-32,2024G.pdf,p.1,1,15,exams/2024G.pdf#page=1,textbooks/hoken1-seiho_05.pdf#page=36,exams/2024G.pdf#page=15,
2024-Q1(2),2024,第Ⅰ部,問題1,(2),4,監督指針Ⅳ-1 共通事項（危険選択・告知・免責）,選択,身体的危険／環境的危険／危険選択／趣味／巨大リスク排除／契約者保護／公序良俗／モラルリスク排除,知識型,法令・基礎書類,2,A,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.4 危険選択（アンダーライティング） ＞ 4.4.10 法令等,4.3.3 モラルリスクおよび大災害への対応／監督指針Ⅳ-1,危険選択・告知・免責を監督指針の語句で。,42,4-39,2024G.pdf,p.2,2,15,exams/2024G.pdf#page=2,textbooks/hoken1-seiho_04.pdf#page=42,exams/2024G.pdf#page=15,
2024-Q1(3),2024,第Ⅰ部,問題1,(3),4,団体保険（総合福祉団体定期・団信）,選択,総福団定／ヒューマン・ヴァリュー特約／死亡退職金規程／団体信用生命保険／賦払債権保全,知識型,団体生命保険,3,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.5.1 総合福祉団体定期保険 ＞ 6.5.2 団体信用生命保険,6.1 はじめに／6.3 危険選択,総福・団信の契約者/被保険者/受取人/税務を区別。,12,6-8,2024G.pdf,p.3,3,15,exams/2024G.pdf#page=3,textbooks/hoken1-seiho_06.pdf#page=12,exams/2024G.pdf#page=15,
2024-Q1(4),2024,第Ⅰ部,問題1,(4),4,MVAと解約返戻金計算,選択・計算,契約概要／市場金利／運用資産／損失／MVA計算／解約返戻金,計算型,解約・契約者価額,3,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.5.3 市場価格調整（Market Value Adjustment）,2.6.2 MVAの影響／監督指針の契約者価額,MVA計算式と契約概要/注意喚起情報の記載事項。,30,2-24,2024G.pdf,p.4,4,15,exams/2024G.pdf#page=4,textbooks/hoken1-seiho_02.pdf#page=30,exams/2024G.pdf#page=15,
2024-Q1(5),2024,第Ⅰ部,問題1,(5),4,Profit・IRR・Profit Marginの計算,計算,利益計算／現在価値／内部収益率／プロフィット・マージン／責任準備金繰入,計算型,商品毎収益検証,4,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.9 収益性・健全性の指標の例,10.2 目的／10.3 シナリオ設定／10.5 金利シナリオ,Profit・IRR・PMの計算を手で回す。,54,10-48,2024G.pdf,p.5-6,5,15,exams/2024G.pdf#page=5,textbooks/hoken1-seiho_10.pdf#page=54,exams/2024G.pdf#page=15,
2024-Q2(1),2024,第Ⅰ部,問題2,(1),6,再保険の伝統的目的,説明,保険金支払変動軽減／集積リスク軽減／競争的元受率提供／自己保有限度額／大数の法則,知識型,再保険,3,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.1.2 目的 ＞ 伝統的目的,8.2 再保険の方式／8.3 再保険の種類,再保険の目的は伝統的/非伝統的に分ける。,6,8-2,2024G.pdf,p.7,7,16,exams/2024G.pdf#page=7,textbooks/hoken1-seiho_08.pdf#page=6,exams/2024G.pdf#page=16,
2024-Q2(2),2024,第Ⅰ部,問題2,(2),8,予定死亡率・予定給付発生率等の設定,説明,基礎データ／信頼性／補整／選択効果／将来トレンド／安全割増／予定発生率,知識型,営業保険料・基礎率,3,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,1.4.2 予定解約率／1.4.3 予定利率／1.4.4 予定事業費率,予定基礎率設定の一般論を答案テンプレ化。,9,1-7,2024G.pdf,p.8,8,17,exams/2024G.pdf#page=8,textbooks/hoken1-seiho_01.pdf#page=9,exams/2024G.pdf#page=17,
2024-Q2(3),2024,第Ⅰ部,問題2,(3),8,保険料細分化・公平性,説明,保険技術的公平性／社会的公平性／データ入手可能性／客観性／社会的受容性／逆選択／事務負荷,知識型,営業保険料・基礎率,3,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.5 保険料の細分化,1.5.1 理念としての公平性原則／1.5.2 保険技術的公平性と社会的公平性／1.5.3 留意事項,公平性と差別的取扱いを区別。,23,1-21,2024G.pdf,p.9,9,18,exams/2024G.pdf#page=9,textbooks/hoken1-seiho_01.pdf#page=23,exams/2024G.pdf#page=18,
2024-Q2(4ア),2024,第Ⅰ部,問題2,(4ア),5,標準責任準備金の基礎率と異なる営業保険料基礎率,説明,標準基礎率／営業保険料基礎率／責任準備金積立負担／十分性／内部留保／初期投資,知識型,営業保険料・基礎率,4,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.2.3 その他 ＞ 標準責任準備金制度との関係,1.4 計算基礎率／4.2 商品開発プロセス,標準基礎率と営業基礎率の差を説明。,5,1-3,2024G.pdf,p.10,10,19,exams/2024G.pdf#page=10,textbooks/hoken1-seiho_01.pdf#page=5,exams/2024G.pdf#page=19,
2024-Q2(4イ),2024,第Ⅰ部,問題2,(4イ),3,米ドル建一時払終身保険の標準利率グラフ,図表読解・説明,参照金利／安全率係数／標準利率／外貨建一時払終身／金利移動平均,計算型,営業保険料・基礎率,4,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.3 予定利率,1.2.3 標準責任準備金制度との関係／外貨建商品の標準利率,標準利率グラフを制度・予定利率設定に結び付ける。,13,1-11,2024G.pdf,p.11-12,11,19,exams/2024G.pdf#page=11,textbooks/hoken1-seiho_01.pdf#page=13,exams/2024G.pdf#page=19,
2024-Q3(1ア/イ),2024,第Ⅱ部,問題3,(1ア/イ),6,予定事業費の設定と体系,説明,予定事業費／十分性／普遍性／公平性／件数比例／責任準備金比例／費用主義／効用主義,知識型,営業保険料・基礎率,3,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.4 予定事業費率,1.2.3 その他（収益性・価格競争力）,予定事業費体系と実際事業費モニタリングを確認。,16,1-14,2024G.pdf,p.13,13,21,exams/2024G.pdf#page=13,textbooks/hoken1-seiho_01.pdf#page=16,exams/2024G.pdf#page=21,
2024-Q3(1ウ),2024,第Ⅱ部,問題3,(1ウ),19,短期間で満期となる平準払積立保険の開発,所見論述,短期満期／若齢層／資産形成／給付設計／予定事業費体系／販売政策／収益性／金利・物価上昇,所見型,商品開発・モニタリング,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.1.1 不確実性の下での財務健全性・収益性 ＞ 4.2 商品開発プロセス,4.3 商品設計／4.4 商品設計以外,短満期積立は商品性・金利・解約・ALMで。,6,4-3,2024G.pdf,p.13,13,21,exams/2024G.pdf#page=13,textbooks/hoken1-seiho_04.pdf#page=6,exams/2024G.pdf#page=21,
2024-Q3(2ア),2024,第Ⅱ部,問題3,(2ア),4,商品開発における収支変動制御方法,説明,商品設計／契約群団コントロール／商品ポートフォリオ／事後モニタリング／収支変動制御,知識型,商品開発・モニタリング,2,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.1.1 不確実性の下での財務健全性・収益性 ＞ 将来の不確実性の制御方法,4.3 商品設計／4.4.8 資産運用・ALM／4.4.9 再保険,収支変動制御の7分類を答案で使う。,6,4-3,2024G.pdf,p.14,14,26,exams/2024G.pdf#page=14,textbooks/hoken1-seiho_04.pdf#page=6,exams/2024G.pdf#page=26,
2024-Q3(2イ),2024,第Ⅱ部,問題3,(2イ),21,がん一時金商品の環境変化とモニタリング・対応策,所見論述,がん罹患リスク推定／逆選択／早期発見／給付発生率／モニタリング／料率改定／給付事由見直し／販売政策,所見型,第三分野・医療,5,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.3 医療保険の主な保障内容 ＞ 7.4 医療保険の保険料計算,7.7 保険計理人の機能強化／4.2.4 事後モニタリング,環境変化→発生率→給付設計→モニタリングを骨子化。,9,7-5,2024G.pdf,p.14,14,26,exams/2024G.pdf#page=14,textbooks/hoken1-seiho_07.pdf#page=9,exams/2024G.pdf#page=26,
2025-Q1(1),2025,第Ⅰ部,問題1,(1),4,生命保険の商品開発プロセス,語句選択,顧客・チャネル魅力度／市場規模／競合優位性／基本設計／実現可能性／財務収支見通し／危険選択／認可取得,知識型,商品開発・モニタリング,2,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.2.1 商品開発プロセスの概略,4.2.2 事前に準備すべき事項／4.2.3 事前に確認すべき事項／4.2.4 事後モニタリング,商品企画→包括的事業化分析→詳細設計→導入→モニタリングを暗記。,11,4-8,2025G.pdf,p.1,1,17,exams/2025G.pdf#page=1,textbooks/hoken1-seiho_04.pdf#page=11,exams/2025G.pdf#page=17,
2025-Q1(2),2025,第Ⅰ部,問題1,(2),4,生保標準生命表2018（死亡保険用）の基礎データ,語句記入,選択効果／東日本大震災／10年截断／95%信頼区間／有診査／経過年数30年以下,知識型,死亡率・標準生命表,4,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,第7章 付録4 第三分野標準生命表2018の作成概要,標準生命表2018の基礎データ・截断・信頼区間。,9,1-7,2025G.pdf,p.2,2,17,exams/2025G.pdf#page=2,textbooks/hoken1-seiho_01.pdf#page=9,exams/2025G.pdf#page=17,
2025-Q1(3),2025,第Ⅰ部,問題1,(3),4,商品開発に係る内部管理態勢,選択,普通保険約款／保険業法／取締役／経営計画／健全性維持／相互牽制／道徳的危険／保険計理人,知識型,法令・基礎書類,3,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等 ＞ 商品開発に係る内部管理態勢,4.2 商品開発プロセス／参考：基礎書類,取締役会・相互牽制・保険計理人の役割を確認。,54,4-51,2025G.pdf,p.3-4,3,17,exams/2025G.pdf#page=3,textbooks/hoken1-seiho_04.pdf#page=54,exams/2025G.pdf#page=17,
2025-Q1(4),2025,第Ⅰ部,問題1,(4),4,1999年以降の変額年金保険の概要,選択,投資信託／銀行窓販／プットオプション／解約時清算なし／保険関係費用／最低保証料／インザマネー／内部留保,知識型,変額年金,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.1 変額年金保険の概要,5.2 最低保証リスクの基本的構造,投資信託＋生命保険・最低保証料・インザマネーを確認。,5,5-1,2025G.pdf,p.5,5,17,exams/2025G.pdf#page=5,textbooks/hoken1-seiho_05.pdf#page=5,exams/2025G.pdf#page=17,
2025-Q1(5),2025,第Ⅰ部,問題1,(5),4,非比例式再保険・ストップロスカバー純保険料,選択・計算,集積リスク／発生率関係／自己保有額／割高／ストップロスカバー／純保険料／エクセスポイント／支払限度,計算型,再保険,4,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.3.4 エクセスオブロス・カバー ＞ 8.3.5 ストップロス・カバー,8.2 再保険の方式／8.1.2 目的,非比例式再保険の純保険料計算を演習。,28,8-24,2025G.pdf,p.6-7,6,17,exams/2025G.pdf#page=6,textbooks/hoken1-seiho_08.pdf#page=28,exams/2025G.pdf#page=17,
2025-Q2(1),2025,第Ⅰ部,問題2,(1),6,アセット・シェアの活用目的と計算,説明・計算,保険料率計算／責任準備金十分性／配当率設定・確認／会社組織変更／AS／ネットAS,複合型,アセット・シェア,4,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.1.2 アセット・シェア計算の目的 ＞ 3.2 アセット・シェア計算の原理,3.3 アセット・シェアの活用,目的・算式・計算要素の設定を横串で。,6,3-2,2025G.pdf,p.8-9,8,19,exams/2025G.pdf#page=8,textbooks/hoken1-seiho_03.pdf#page=6,exams/2025G.pdf#page=19,
2025-Q2(2),2025,第Ⅰ部,問題2,(2),6,一律の予定発生率設定,説明,一律予定発生率／十分性／公平性／料率区分／低頻度給付／実務簡素化／社会的公平性,複合型,営業保険料・基礎率,4,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,1.5 保険料の細分化／1.2.2 公平性,一律発生率の長所短所を公平性・簡素性で。,9,1-7,2025G.pdf,p.10,10,20,exams/2025G.pdf#page=10,textbooks/hoken1-seiho_01.pdf#page=9,exams/2025G.pdf#page=20,
2025-Q2(3),2025,第Ⅰ部,問題2,(3),7,予定利率引下げ時の営業保険料改定（新興国S国）,説明,予定利率引下げ／養老保険／定期保険／元本割れ／価格整合性／苦情対応／料率調整,複合型,営業保険料・基礎率,5,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.3 予定利率 ＞ 1.3 営業保険料の計算方法,1.2.3 収益性・価格競争力,予定利率引下げの保険料・責任準備金・販売影響。,13,1-11,2025G.pdf,p.11-12,11,21,exams/2025G.pdf#page=11,textbooks/hoken1-seiho_01.pdf#page=13,exams/2025G.pdf#page=21,
2025-Q2(4),2025,第Ⅰ部,問題2,(4),5,団体信用生命保険とグレッグの5原則,説明,団体加入目的／団体加入強制性／保険金客観的決定／団体一括性／管理簡便性／団信／住宅ローン,知識型,団体生命保険,4,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.5.2 団体信用生命保険 ＞ 6.1 はじめに（グレッグの特質）,6.3 団体生命保険の危険選択,団信とグレッグ5原則の両方を確認。,13,6-9,2025G.pdf,p.13,13,22,exams/2025G.pdf#page=13,textbooks/hoken1-seiho_06.pdf#page=13,exams/2025G.pdf#page=22,
2025-Q2(5),2025,第Ⅰ部,問題2,(5),6,医療保険の事後モニタリングと予定発生率見直し,説明,入院給付／手術給付／死亡給付／発生指数／危険差益・損／予定発生率見直し／給付間バランス,複合型,第三分野・医療,4,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.4 医療保険の保険料計算 ＞ 7.7 保険計理人の機能強化,4.2.4 事後モニタリングと改善アクション,モニタリングから予定発生率見直しまでの流れを整理。,17,7-13,2025G.pdf,p.14,14,23,exams/2025G.pdf#page=14,textbooks/hoken1-seiho_07.pdf#page=17,exams/2025G.pdf#page=23,
2025-Q3(1),2025,第Ⅱ部,問題3,(1),25,トンチン性のある個人年金商品開発,所見論述,トンチン性／死亡者持分の生存者移転／保証期間付終身年金／長寿リスク／死亡給付・解約返戻金／予定死亡率／金利変動／顧客理解,所見型,年金・長寿,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.3.1 保険給付等の詳細設計 ＞ 4.4.8 資産運用・ALM,1.4.3 予定利率／年金・長寿リスク,トンチン性・長寿リスク・公平性・説明責任を論述。,26,4-23,2025G.pdf,p.15-16,15,24,exams/2025G.pdf#page=15,textbooks/hoken1-seiho_04.pdf#page=26,exams/2025G.pdf#page=24,
2025-Q3(2ア),2025,第Ⅱ部,問題3,(2ア),3,第三分野予定発生率設定の困難性,説明,発生率定義／医療技術変化／査定基準／データ不足／トレンド／給付事由変更,知識型,第三分野・医療,3,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.4.1.4 予定発生率および予定入院日数などの設定の留意点,7.6 基礎率変更権の取扱い／7.7 保険計理人の機能強化,第三分野の発生率設定困難性をデータ・トレンド・医療技術で。,20,7-16,2025G.pdf,p.16,16,29,exams/2025G.pdf#page=16,textbooks/hoken1-seiho_07.pdf#page=20,exams/2025G.pdf#page=29,
2025-Q3(2イ),2025,第Ⅱ部,問題3,(2イ),22,緩和型医療保険の収益性検証,所見論述,緩和型医療保険／既往症／保険料率差／契約初期給付制限／競争環境／発生指数悪化／商品A・B比較／収益性検証,所見型,商品毎収益検証,5,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.2 商品毎収益検証の目的 ＞ 10.10 モデルの検証,10.3 シナリオ設定／10.8 契約内容の検証／7.4 医療保険の保険料計算,緩和型医療は商品比較・発生指数・収益検証の活用を整理。,10,10-4,2025G.pdf,p.16,16,29,exams/2025G.pdf#page=16,textbooks/hoken1-seiho_10.pdf#page=10,exams/2025G.pdf#page=29,
